athletic,athlétique,
bald,chauve,
balding,dégarni,
beautiful,beau,laid; moche
fat,gros,mince; maigre
handsome,beau; joli,laid; moche
pretty,joli,laid; moche
short,petit,grand
skinny,mince; maigre,gros
strong,fort,faible; affaibli
tall,grand,petit
thin,mince; maigre,gros
ugly,moche; laid,
weak,faible; affaibli,fort
